Order Date,Order ID,Product,Category,Region,Quantity,Unit Price,Revenue
1/27/2026,ORD0424,Smartphone,Electronics,East,6,30000,180000
3/20/2026,ORD0425,Monitor,Electronics,South,7,15000,105000
6/26/2026,ORD0426,Monitor,Electronics,West,6,15000,90000
1/11/2026,ORD0427,Keyboard,Accessories,East,7,1800,12600
6/13/2026,ORD0428,Laptop,Electronics,West,2,55000,110000
4/4/2026,ORD0429,Printer,Electronics,North,3,11000,33000
2/6/2026,ORD0430,Backpack,Accessories,North,8,2200,17600
2/2/2026,ORD0431,Smartphone,Electronics,East,4,30000,120000
4/3/2026,ORD0432,Mouse,Accessories,South,1,900,900
6/23/2026,ORD0433,Monitor,Electronics,East,6,15000,90000
4/24/2026,ORD0434,Smartphone,Electronics,East,3,30000,90000
4/12/2026,ORD0435,Keyboard,Accessories,South,5,1800,9000
1/30/2026,ORD0436,Laptop,Electronics,West,3,55000,165000
5/13/2026,ORD0437,Mouse,Accessories,East,2,900,1800
3/8/2026,ORD0438,Monitor,Electronics,East,4,15000,60000
6/27/2026,ORD0439,Monitor,Electronics,North,4,15000,60000
2/4/2026,ORD0440,Smartphone,Electronics,South,8,30000,240000
4/24/2026,ORD0441,Smartphone,Electronics,East,6,30000,180000
7/1/2026,ORD0442,Smartphone,Electronics,East,5,30000,150000
2/10/2026,ORD0443,Headphones,Electronics,South,6,2500,15000
2/1/2026,ORD0444,Office Chair,Furniture,South,3,7500,22500
5/7/2026,ORD0445,Laptop,Electronics,East,6,55000,330000
4/30/2026,ORD0446,Printer,Electronics,North,3,11000,33000
1/17/2026,ORD0447,Desk,Furniture,West,7,12000,84000
5/15/2026,ORD0448,Mouse,Accessories,North,7,900,6300
2/2/2026,ORD0449,Keyboard,Accessories,West,2,1800,3600
4/30/2026,ORD0450,Printer,Electronics,South,6,11000,66000
5/22/2026,ORD0451,Backpack,Accessories,South,3,2200,6600
4/21/2026,ORD0452,Printer,Electronics,North,1,11000,11000
5/13/2026,ORD0453,Headphones,Electronics,South,5,2500,12500
2/11/2026,ORD0454,Keyboard,Accessories,East,4,1800,7200
5/13/2026,ORD0455,Desk,Furniture,East,2,12000,24000
2/20/2026,ORD0456,Printer,Electronics,South,5,11000,55000
6/10/2026,ORD0457,Desk,Furniture,South,2,12000,24000
6/1/2026,ORD0458,Backpack,Accessories,South,3,2200,6600
6/18/2026,ORD0459,Backpack,Accessories,North,6,2200,13200
1/8/2026,ORD0460,Smartphone,Electronics,East,1,30000,30000
6/16/2026,ORD0461,Office Chair,Furniture,North,7,7500,52500
5/8/2026,ORD0462,Printer,Electronics,East,5,11000,55000
5/4/2026,ORD0463,Office Chair,Furniture,East,7,7500,52500
4/27/2026,ORD0464,Smartphone,Electronics,South,1,30000,30000
4/23/2026,ORD0465,Mouse,Accessories,West,8,900,7200
2/22/2026,ORD0466,Keyboard,Accessories,East,3,1800,5400
3/23/2026,ORD0467,Keyboard,Accessories,South,7,1800,12600
4/5/2026,ORD0468,Printer,Electronics,East,2,11000,22000
3/3/2026,ORD0469,Monitor,Electronics,East,2,15000,30000
4/26/2026,ORD0470,Office Chair,Furniture,North,3,7500,22500
1/13/2026,ORD0471,Desk,Furniture,West,7,12000,84000
3/5/2026,ORD0472,Headphones,Electronics,East,6,2500,15000
2/18/2026,ORD0473,Headphones,Electronics,West,8,2500,20000
5/8/2026,ORD0474,Desk,Furniture,North,8,12000,96000
1/24/2026,ORD0475,Mouse,Accessories,South,8,900,7200
2/25/2026,ORD0476,Backpack,Accessories,North,6,2200,13200
1/13/2026,ORD0477,Desk,Furniture,West,8,12000,96000
3/15/2026,ORD0478,Printer,Electronics,North,1,11000,11000
4/21/2026,ORD0479,Headphones,Electronics,East,5,2500,12500
4/14/2026,ORD0480,Keyboard,Accessories,West,1,1800,1800
1/14/2026,ORD0481,Backpack,Accessories,East,4,2200,8800
5/22/2026,ORD0482,Desk,Furniture,West,2,12000,24000
5/10/2026,ORD0483,Monitor,Electronics,North,5,15000,75000
2/2/2026,ORD0484,Smartphone,Electronics,East,7,30000,210000
3/28/2026,ORD0485,Printer,Electronics,South,6,11000,66000
2/20/2026,ORD0486,Backpack,Accessories,North,7,2200,15400
1/12/2026,ORD0487,Laptop,Electronics,East,3,55000,165000
5/2/2026,ORD0488,Printer,Electronics,South,8,11000,88000
6/5/2026,ORD0489,Printer,Electronics,East,3,11000,33000
6/6/2026,ORD0490,Keyboard,Accessories,West,3,1800,5400
6/7/2026,ORD0491,Desk,Furniture,West,6,12000,72000
7/1/2026,ORD0492,Backpack,Accessories,West,5,2200,11000
1/5/2026,ORD0493,Keyboard,Accessories,North,6,1800,10800
4/17/2026,ORD0494,Backpack,Accessories,North,5,2200,11000
6/2/2026,ORD0495,Monitor,Electronics,South,5,15000,75000
1/14/2026,ORD0496,Backpack,Accessories,South,8,2200,17600
5/15/2026,ORD0497,Backpack,Accessories,South,7,2200,15400
6/24/2026,ORD0498,Office Chair,Furniture,North,1,7500,7500
2/18/2026,ORD0499,Laptop,Electronics,East,8,55000,440000
4/18/2026,ORD0500,Headphones,Electronics,South,7,2500,17500
